ENSG00000146083.10	RNF44
ENSG00000175505.10	CLCF1
ENSG00000162244.9	RPL29
ENSG00000118655.4	DCLRE1B
ENSG00000064726.8	BTBD1
ENSG00000172059.9	KLF11
ENSG00000114850.5	SSR3
ENSG00000131634.12	TMEM204
ENSG00000149311.16	ATM
ENSG00000261799.1	
ENSG00000085415.14	SEH1L
ENSG00000171135.12	JAGN1
ENSG00000166165.11	CKB
ENSG00000118939.16	UCHL3
ENSG00000155792.8	DEPTOR
ENSG00000130201.6	
ENSG00000214022.10	REPIN1
ENSG00000143119.11	CD53
ENSG00000120727.11	PAIP2
ENSG00000154889.15	MPPE1
ENSG00000158201.8	ABHD3
ENSG00000130517.12	PGPEP1
ENSG00000198081.9	ZBTB14
ENSG00000100060.16	MFNG
ENSG00000136003.14	ISCU
ENSG00000055609.16	KMT2C
ENSG00000196199.12	MPHOSPH8
ENSG00000158467.15	AHCYL2
ENSG00000174891.11	RSRC1
ENSG00000135535.13	CD164
ENSG00000135870.10	RC3H1
ENSG00000198805.10	PNP
ENSG00000115993.10	TRAK2
ENSG00000163629.11	PTPN13
ENSG00000123684.11	LPGAT1
ENSG00000123143.11	PKN1
ENSG00000144567.9	RETREG2
ENSG00000141524.14	TMC6
ENSG00000141526.13	SLC16A3
ENSG00000146247.13	PHIP
ENSG00000102543.13	CDADC1
ENSG00000113716.11	HMGXB3
ENSG00000080603.15	SRCAP
ENSG00000120802.12	TMPO
ENSG00000107669.16	ATE1
ENSG00000115486.10	GGCX
ENSG00000111670.13	GNPTAB
ENSG00000168502.16	MTCL1
ENSG00000183779.6	ZNF703
ENSG00000125149.10	C16orf70
ENSG00000126091.18	ST3GAL3
ENSG00000122490.17	SLC66A2
ENSG00000088832.13	FKBP1A
ENSG00000136699.18	SMPD4
ENSG00000117713.16	ARID1A
ENSG00000127483.16	HP1BP3
ENSG00000160799.10	CCDC12
ENSG00000162607.11	USP1
ENSG00000170365.8	SMAD1
ENSG00000070718.10	AP3M2
ENSG00000170915.8	PAQR8
ENSG00000169375.14	SIN3A
ENSG00000162738.5	VANGL2
ENSG00000115020.15	PIKFYVE
ENSG00000081320.9	STK17B
ENSG00000138138.12	ATAD1
ENSG00000119396.9	RAB14
ENSG00000170653.17	ATF7
ENSG00000141098.11	GFOD2
ENSG00000115598.8	IL1RL2
ENSG00000100280.15	AP1B1
ENSG00000051382.7	PIK3CB
ENSG00000133812.13	SBF2
ENSG00000107779.10	BMPR1A
ENSG00000141026.5	MED9
ENSG00000136695.13	IL36RN
ENSG00000108587.13	GOSR1
ENSG00000066583.10	ISOC1
ENSG00000166938.11	DIS3L
ENSG00000166347.17	CYB5A
ENSG00000167461.10	RAB8A
ENSG00000177191.2	B3GNT8
ENSG00000188554.12	NBR1
ENSG00000149212.9	SESN3
ENSG00000163961.4	RNF168
ENSG00000135457.8	TFCP2
ENSG00000166860.2	ZBTB39
ENSG00000272333.4	KMT2B
ENSG00000166233.11	ARIH1
ENSG00000017260.18	ATP2C1
ENSG00000102882.10	MAPK3
ENSG00000176994.10	SMCR8
ENSG00000107263.17	RAPGEF1
ENSG00000148019.11	CEP78
ENSG00000140988.14	RPS2
ENSG00000075413.16	MARK3
ENSG00000148572.13	NRBF2
ENSG00000117519.14	CNN3
ENSG00000183814.14	LIN9
ENSG00000150760.11	DOCK1
ENSG00000111371.14	SLC38A1
ENSG00000105426.13	PTPRS
ENSG00000102580.13	DNAJC3
ENSG00000167699.12	GLOD4
ENSG00000270696.1	
ENSG00000177200.14	CHD9
ENSG00000155660.9	PDIA4
ENSG00000176953.9	NFATC2IP
ENSG00000111231.7	GPN3
ENSG00000072803.16	FBXW11
ENSG00000196814.13	MVB12B
ENSG00000134824.12	FADS2
ENSG00000137841.10	PLCB2
ENSG00000136478.6	TEX2
ENSG00000166783.18	MARF1
ENSG00000134049.4	IER3IP1
ENSG00000100239.14	PPP6R2
ENSG00000179674.3	ARL14
ENSG00000205730.6	ITPRIPL2
ENSG00000114353.15	GNAI2
ENSG00000120071.11	KANSL1
ENSG00000154065.15	ANKRD29
ENSG00000145817.15	YIPF5
ENSG00000080546.12	SESN1
ENSG00000186818.11	LILRB4
ENSG00000180263.12	FGD6
ENSG00000134028.13	ADAMDEC1
ENSG00000197724.9	PHF2
ENSG00000145293.13	ENOPH1
ENSG00000112029.8	FBXO5
ENSG00000145439.10	CBR4
ENSG00000271601.3	LIX1L
ENSG00000234975.6	
ENSG00000057663.11	ATG5
ENSG00000188917.13	TRMT2B
ENSG00000111615.11	KRR1
ENSG00000129559.11	NEDD8
ENSG00000204104.10	TRAF3IP1
ENSG00000113269.12	RNF130
ENSG00000179387.8	ELMOD2
ENSG00000050748.16	MAPK9
ENSG00000138867.15	GUCD1
ENSG00000112559.12	MDFI
ENSG00000146555.17	SDK1
ENSG00000121940.14	CLCC1
ENSG00000110108.8	TMEM109
ENSG00000187079.13	TEAD1
ENSG00000101955.13	SRPX
ENSG00000104738.15	MCM4
ENSG00000084090.12	STARD7
ENSG00000134313.13	KIDINS220
ENSG00000101361.13	NOP56
ENSG00000183020.12	AP2A2
ENSG00000274070.1	CASTOR2
ENSG00000130695.12	CEP85
ENSG00000168394.10	TAP1
ENSG00000183283.14	DAZAP2
ENSG00000104164.9	BLOC1S6
ENSG00000087299.10	L2HGDH
ENSG00000116984.11	MTR
ENSG00000149591.15	TAGLN
ENSG00000127445.12	PIN1
ENSG00000147251.14	DOCK11
ENSG00000204120.13	GIGYF2
ENSG00000085719.10	CPNE3
ENSG00000082212.10	ME2
ENSG00000064607.15	SUGP2
ENSG00000135776.4	ABCB10
ENSG00000147457.12	CHMP7
ENSG00000164171.9	ITGA2
ENSG00000134490.12	TMEM241
ENSG00000104133.13	SPG11
ENSG00000151150.19	ANK3
ENSG00000113194.11	FAF2
ENSG00000173457.9	PPP1R14B
ENSG00000188707.5	ZBED6CL
ENSG00000211968.3	IGHV1-58
ENSG00000175602.3	CCDC85B
ENSG00000138443.14	ABI2
ENSG00000088826.16	SMOX
ENSG00000241553.11	ARPC4
ENSG00000059122.15	FLYWCH1
ENSG00000128422.14	KRT17
ENSG00000138463.8	SLC49A4
ENSG00000156735.9	BAG4
ENSG00000105552.13	BCAT2
ENSG00000172493.19	AFF1
ENSG00000120318.14	ARAP3
ENSG00000164985.13	PSIP1
ENSG00000243749.1	TMEM35B
ENSG00000082996.18	RNF13
ENSG00000074696.11	HACD3
ENSG00000189058.7	APOD
ENSG00000171206.12	TRIM8
ENSG00000017797.10	RALBP1
ENSG00000134352.18	IL6ST
ENSG00000163785.11	RYK
ENSG00000120437.8	ACAT2
ENSG00000277394.1	
ENSG00000235098.7	ANKRD65
ENSG00000075234.15	TTC38
ENSG00000251994.1	
ENSG00000137337.13	MDC1
ENSG00000152102.16	FAM168B
ENSG00000149308.15	NPAT
ENSG00000255198.4	
ENSG00000175592.7	FOSL1
ENSG00000083093.8	PALB2
ENSG00000182952.4	HMGN4
ENSG00000132549.17	VPS13B
ENSG00000136848.15	DAB2IP
ENSG00000125846.14	ZNF133
ENSG00000105755.6	ETHE1
ENSG00000173706.11	HEG1
ENSG00000163202.4	LCE3D
ENSG00000104081.12	BMF
ENSG00000120733.12	KDM3B
ENSG00000095370.18	SH2D3C
ENSG00000100439.9	ABHD4
ENSG00000132478.8	UNK
ENSG00000138646.7	HERC5
ENSG00000109689.13	STIM2
ENSG00000178966.14	RMI1
ENSG00000170633.15	RNF34
ENSG00000150867.12	PIP4K2A
ENSG00000179889.17	PDXDC1
ENSG00000168610.13	STAT3
ENSG00000141298.16	SSH2
ENSG00000105127.7	AKAP8
ENSG00000178425.12	NT5DC1
ENSG00000188643.9	S100A16
ENSG00000100220.10	RTCB
ENSG00000101654.16	RNMT
ENSG00000185344.12	ATP6V0A2
ENSG00000099203.5	TMED1
ENSG00000189280.3	GJB5
ENSG00000111328.5	CDK2AP1
ENSG00000104219.11	ZDHHC2
ENSG00000162521.17	RBBP4
ENSG00000114013.14	CD86
ENSG00000137992.13	DBT
ENSG00000185722.15	ANKFY1
ENSG00000137815.13	RTF1
ENSG00000137819.12	PAQR5
ENSG00000112290.11	WASF1
ENSG00000210140.1	
ENSG00000281404.1	
ENSG00000214530.6	STARD10
ENSG00000176783.13	RUFY1
ENSG00000090857.12	PDPR
ENSG00000111877.16	MCM9
ENSG00000144535.18	DIS3L2
ENSG00000247556.5	
ENSG00000104687.11	GSR
ENSG00000182670.12	TTC3
ENSG00000228649.7	
ENSG00000106070.16	GRB10
ENSG00000198134.3	
ENSG00000121851.11	POLR3GL
ENSG00000164329.12	TENT2
ENSG00000182247.8	UBE2E2
ENSG00000198911.10	SREBF2
ENSG00000203668.1	CHML
ENSG00000198585.10	NUDT16
ENSG00000100225.16	FBXO7
ENSG00000177628.14	GBA
ENSG00000134452.18	FBH1
ENSG00000136048.12	DRAM1
ENSG00000090061.16	CCNK
ENSG00000147443.11	DOK2
ENSG00000135365.14	PHF21A
ENSG00000122966.12	CIT
ENSG00000081386.11	ZNF510
ENSG00000168411.12	RFWD3
ENSG00000117335.17	CD46
ENSG00000157778.7	PSMG3
ENSG00000163428.3	LRRC58
ENSG00000141510.14	TP53
ENSG00000081791.7	DELE1
ENSG00000237854.3	
ENSG00000072736.17	NFATC3
ENSG00000154305.15	MIA3
ENSG00000243156.6	MICAL3
ENSG00000012660.12	ELOVL5
ENSG00000170234.11	PWWP2A
ENSG00000125285.5	SOX21
ENSG00000198707.13	CEP290
ENSG00000007944.13	MYLIP
ENSG00000107874.9	CUEDC2
ENSG00000076248.9	UNG
ENSG00000156875.12	MFSD14A
ENSG00000099985.3	OSM
ENSG00000178691.9	SUZ12
ENSG00000204256.11	BRD2
ENSG00000136448.10	NMT1
ENSG00000164252.11	AGGF1
ENSG00000178974.8	FBXO34
ENSG00000141664.8	ZCCHC2
ENSG00000084463.6	WBP11
ENSG00000159658.9	EFCAB14
ENSG00000143811.15	PYCR2
ENSG00000083845.7	RPS5
ENSG00000163545.7	NUAK2
ENSG00000151612.14	ZNF827
ENSG00000131504.14	DIAPH1
ENSG00000111671.8	SPSB2
ENSG00000113282.12	CLINT1
ENSG00000087338.4	GMCL1
ENSG00000165417.10	GTF2A1
ENSG00000137842.5	TMEM62
ENSG00000076554.14	TPD52
ENSG00000067596.9	DHX8
ENSG00000198815.7	FOXJ3
ENSG00000186063.11	AIDA
ENSG00000168936.9	TMEM129
ENSG00000142207.6	URB1
ENSG00000254999.3	BRK1
ENSG00000132463.12	GRSF1
ENSG00000258788.3	
ENSG00000140157.13	NIPA2
ENSG00000120616.14	EPC1
ENSG00000130803.13	ZNF317
ENSG00000185339.7	TCN2
ENSG00000119899.12	SLC17A5
ENSG00000204922.4	UQCC3
ENSG00000086598.9	TMED2
ENSG00000185480.10	PARPBP
ENSG00000087274.15	ADD1
ENSG00000122390.16	NAA60
ENSG00000091542.8	ALKBH5
ENSG00000169105.7	CHST14
ENSG00000104369.4	JPH1
ENSG00000248593.3	
ENSG00000115425.12	PECR
ENSG00000168792.4	ABHD15
ENSG00000131171.11	SH3BGRL
ENSG00000275066.3	SYNRG
ENSG00000230330.1	
ENSG00000170571.10	EMB
ENSG00000142166.11	IFNAR1
ENSG00000179772.7	FOXS1
ENSG00000204516.8	MICB
ENSG00000117676.12	RPS6KA1
ENSG00000215908.6	
ENSG00000186260.15	MRTFB
ENSG00000204949.7	
ENSG00000130479.9	MAP1S
ENSG00000141027.19	NCOR1
ENSG00000143622.9	RIT1
ENSG00000139291.12	TMEM19
ENSG00000197943.8	PLCG2
ENSG00000165502.6	RPL36AL
ENSG00000163960.10	UBXN7
ENSG00000143799.11	PARP1
ENSG00000188827.9	SLX4
ENSG00000110328.5	GALNT18
ENSG00000161533.10	ACOX1
ENSG00000074855.9	ANO8
ENSG00000165675.15	ENOX2
ENSG00000237541.3	HLA-DQA2
ENSG00000135828.10	RNASEL
ENSG00000112983.16	BRD8
ENSG00000115738.8	ID2
ENSG00000100196.9	KDELR3
ENSG00000147324.9	MFHAS1
ENSG00000176018.11	LYSMD3
ENSG00000259153.1	
ENSG00000013561.16	RNF14
ENSG00000044115.19	CTNNA1
ENSG00000164002.10	EXO5
ENSG00000065970.7	FOXJ2
ENSG00000186575.16	NF2
ENSG00000125247.14	TMTC4
ENSG00000125877.11	ITPA
ENSG00000226608.3	
ENSG00000248485.1	PCP4L1
ENSG00000145365.10	TIFA
ENSG00000138768.13	USO1
ENSG00000100376.10	FAM118A
ENSG00000131979.17	GCH1
ENSG00000185950.8	IRS2
ENSG00000134283.16	PPHLN1
ENSG00000121892.13	PDS5A
ENSG00000187735.11	TCEA1
ENSG00000189079.14	ARID2
ENSG00000106723.15	SPIN1
ENSG00000055917.14	PUM2
ENSG00000134779.13	TPGS2
ENSG00000119004.13	CYP20A1
ENSG00000156970.11	BUB1B
ENSG00000111737.10	RAB35
ENSG00000136636.11	KCTD3
ENSG00000167528.11	ZNF641
ENSG00000111731.11	C2CD5
ENSG00000078900.13	TP73
ENSG00000196498.12	NCOR2
ENSG00000145740.17	SLC30A5
ENSG00000123473.14	STIL
ENSG00000178694.8	NSUN3
ENSG00000120647.8	CCDC77
ENSG00000197191.4	CYSRT1
ENSG00000197860.8	SGTB
ENSG00000125257.12	ABCC4
ENSG00000124422.10	USP22
ENSG00000086570.11	FAT2
ENSG00000136451.7	VEZF1
ENSG00000081059.18	TCF7
ENSG00000094880.9	CDC23
ENSG00000143947.11	RPS27A
ENSG00000152520.12	PAN3
ENSG00000106123.10	EPHB6
ENSG00000092068.17	SLC7A8
ENSG00000104205.11	SGK3
ENSG00000169062.13	UPF3A
ENSG00000198855.5	FICD
ENSG00000167384.9	ZNF180
ENSG00000196214.9	ZNF766
ENSG00000119446.12	RBM18
ENSG00000099991.15	CABIN1
ENSG00000066044.12	ELAVL1
