ENSG00000146083.10	RNF44
ENSG00000141026.5	MED9
ENSG00000066583.10	ISOC1
ENSG00000139722.5	VPS37B
ENSG00000166347.17	CYB5A
ENSG00000109184.13	DCUN1D4
ENSG00000127328.20	RAB3IP
ENSG00000198912.9	C1orf174
ENSG00000188026.10	RILPL1
ENSG00000115392.10	FANCL
ENSG00000159650.7	UROC1
ENSG00000272518.1	
ENSG00000107185.9	RGP1
ENSG00000016391.9	CHDH
ENSG00000075413.16	MARK3
ENSG00000122565.17	CBX3
ENSG00000149476.13	TKFC
ENSG00000117519.14	CNN3
ENSG00000104611.10	SH2D4A
ENSG00000111371.14	SLC38A1
ENSG00000215271.7	HOMEZ
ENSG00000130382.8	MLLT1
ENSG00000176953.9	NFATC2IP
ENSG00000148400.9	NOTCH1
ENSG00000101605.11	MYOM1
ENSG00000083838.14	ZNF446
ENSG00000072803.16	FBXW11
ENSG00000196743.7	GM2A
ENSG00000134824.12	FADS2
ENSG00000100445.15	SDR39U1
ENSG00000181929.10	PRKAG1
ENSG00000100442.9	FKBP3
ENSG00000154153.12	RETREG1
ENSG00000130702.12	LAMA5
ENSG00000168795.4	ZBTB5
ENSG00000049449.7	RCN1
ENSG00000079616.11	KIF22
ENSG00000177225.15	GATD1
ENSG00000105723.10	GSK3A
ENSG00000145817.15	YIPF5
ENSG00000167283.6	ATP5MG
ENSG00000080546.12	SESN1
ENSG00000176142.11	TMEM39A
ENSG00000179933.5	C14orf119
ENSG00000138036.17	DYNC2LI1
ENSG00000178127.11	NDUFV2
ENSG00000088038.16	CNOT3
ENSG00000256612.6	
ENSG00000197408.7	CYP2B6
ENSG00000234975.6	
ENSG00000163762.5	TM4SF18
ENSG00000139233.5	LLPH
ENSG00000122194.17	PLG
ENSG00000129559.11	NEDD8
ENSG00000165934.11	CPSF2
ENSG00000165792.16	METTL17
ENSG00000121940.14	CLCC1
ENSG00000131591.16	C1orf159
ENSG00000086015.19	MAST2
ENSG00000153187.15	HNRNPU
ENSG00000213516.8	RBMXL1
ENSG00000084090.12	STARD7
ENSG00000134313.13	KIDINS220
ENSG00000229417.1	
ENSG00000183020.12	AP2A2
ENSG00000168394.10	TAP1
ENSG00000144118.12	RALB
ENSG00000052723.10	SIKE1
ENSG00000084734.7	GCKR
ENSG00000198087.7	CD2AP
ENSG00000176087.13	SLC35A4
ENSG00000158850.13	B4GALT3
ENSG00000085719.10	CPNE3
ENSG00000138399.16	FASTKD1
ENSG00000204673.9	AKT1S1
ENSG00000162613.15	FUBP1
ENSG00000064607.15	SUGP2
ENSG00000116752.5	BCAS2
ENSG00000144231.9	POLR2D
ENSG00000249948.5	GBA3
ENSG00000278784.1	
ENSG00000172425.9	TTC36
ENSG00000213619.8	NDUFS3
ENSG00000046604.11	DSG2
ENSG00000181524.6	
ENSG00000100836.9	PABPN1
ENSG00000023330.13	ALAS1
ENSG00000118705.15	RPN2
ENSG00000113194.11	FAF2
ENSG00000204099.10	NEU4
ENSG00000163348.3	PYGO2
ENSG00000175220.10	ARHGAP1
ENSG00000151376.15	ME3
ENSG00000010319.5	SEMA3G
ENSG00000171475.12	WIPF2
ENSG00000101365.19	IDH3B
ENSG00000091262.13	ABCC6
ENSG00000005175.8	RPAP3
ENSG00000107186.15	MPDZ
ENSG00000171202.5	TMEM126A
ENSG00000168175.13	MAPK1IP1L
ENSG00000131097.5	HIGD1B
ENSG00000087302.7	RTRAF
ENSG00000116954.7	RRAGC
ENSG00000138463.8	SLC49A4
ENSG00000105552.13	BCAT2
ENSG00000178741.10	COX5A
ENSG00000196504.14	PRPF40A
ENSG00000162772.15	ATF3
ENSG00000175048.15	ZDHHC14
ENSG00000116459.9	ATP5PB
ENSG00000107562.15	CXCL12
ENSG00000117481.9	NSUN4
ENSG00000131323.13	TRAF3
ENSG00000198722.11	UNC13B
ENSG00000163607.13	GTPBP8
ENSG00000120054.10	CPN1
ENSG00000172497.7	ACOT12
ENSG00000007392.15	LUC7L
ENSG00000136536.13	MARCHF7
ENSG00000175224.15	ATG13
ENSG00000009830.10	POMT2
ENSG00000135720.11	DYNC1LI2
ENSG00000100395.13	L3MBTL2
ENSG00000163785.11	RYK
ENSG00000125166.11	GOT2
ENSG00000075234.15	TTC38
ENSG00000088205.11	DDX18
ENSG00000152102.16	FAM168B
ENSG00000149308.15	NPAT
ENSG00000176182.5	MYPOP
ENSG00000083093.8	PALB2
ENSG00000124181.13	PLCG1
ENSG00000182952.4	HMGN4
ENSG00000162734.11	PEA15
ENSG00000105755.6	ETHE1
ENSG00000065150.17	IPO5
ENSG00000060971.16	ACAA1
ENSG00000135164.17	DMTF1
ENSG00000173706.11	HEG1
ENSG00000168036.15	CTNNB1
ENSG00000109917.9	ZPR1
ENSG00000163581.12	SLC2A2
ENSG00000121410.10	A1BG
ENSG00000100439.9	ABHD4
ENSG00000039650.8	PNKP
ENSG00000122696.11	SLC25A51
ENSG00000109689.13	STIM2
ENSG00000170791.16	CHCHD7
ENSG00000153714.5	LURAP1L
ENSG00000279117.1	
ENSG00000136813.13	ECPAS
ENSG00000143401.13	ANP32E
ENSG00000139746.14	RBM26
ENSG00000149485.15	FADS1
ENSG00000240024.4	
ENSG00000123545.5	NDUFAF4
ENSG00000084674.12	APOB
ENSG00000164054.14	SHISA5
ENSG00000134590.12	RTL8C
ENSG00000197329.10	PELI1
ENSG00000084676.14	NCOA1
ENSG00000198837.8	DENND4B
ENSG00000100665.10	SERPINA4
ENSG00000142544.6	CTU1
ENSG00000183309.10	ZNF623
ENSG00000183963.17	SMTN
ENSG00000100220.10	RTCB
ENSG00000197622.11	CDC42SE1
ENSG00000145730.19	PAM
ENSG00000111642.13	CHD4
ENSG00000157657.13	ZNF618
ENSG00000111266.7	DUSP16
ENSG00000173653.6	RCE1
ENSG00000146072.6	TNFRSF21
ENSG00000137817.15	PARP6
ENSG00000138050.13	THUMPD2
ENSG00000205155.6	PSENEN
ENSG00000235043.3	
ENSG00000159692.14	CTBP1
ENSG00000101146.11	RAE1
ENSG00000162402.11	USP24
ENSG00000047056.13	WDR37
ENSG00000090857.12	PDPR
ENSG00000170011.12	MYRIP
ENSG00000187048.11	CYP4A11
ENSG00000185104.18	FAF1
ENSG00000132294.12	EFR3A
ENSG00000160877.5	NACC1
ENSG00000185596.15	
ENSG00000176390.11	CRLF3
ENSG00000230202.1	
ENSG00000137414.5	FAM8A1
ENSG00000111011.16	RSRC2
ENSG00000171314.8	PGAM1
ENSG00000148110.14	MFSD14B
ENSG00000124444.14	ZNF576
ENSG00000182247.8	UBE2E2
ENSG00000136048.12	DRAM1
ENSG00000259330.1	INAFM2
ENSG00000163468.13	CCT3
ENSG00000135365.14	PHF21A
ENSG00000100325.13	ASCC2
ENSG00000126267.7	COX6B1
ENSG00000198900.5	TOP1
ENSG00000103035.9	PSMD7
ENSG00000113068.8	PFDN1
ENSG00000117335.17	CD46
ENSG00000179715.11	PCED1B
ENSG00000132286.10	TIMM10B
ENSG00000137936.15	BCAR3
ENSG00000108010.10	GLRX3
ENSG00000099937.9	SERPIND1
ENSG00000148396.17	SEC16A
ENSG00000102897.8	LYRM1
ENSG00000153786.11	ZDHHC7
ENSG00000170234.11	PWWP2A
ENSG00000143393.15	PI4KB
ENSG00000007944.13	MYLIP
ENSG00000144233.8	AMMECR1L
ENSG00000213064.8	SFT2D2
ENSG00000132849.17	PATJ
ENSG00000198853.10	RUSC2
ENSG00000109971.12	HSPA8
ENSG00000104763.16	ASAH1
ENSG00000156875.12	MFSD14A
ENSG00000117395.9	EBNA1BP2
ENSG00000162878.11	PKDCC
ENSG00000185215.7	TNFAIP2
ENSG00000273058.2	
ENSG00000102312.19	PORCN
ENSG00000164733.19	CTSB
ENSG00000036473.6	OTC
ENSG00000162231.12	NXF1
ENSG00000156006.4	NAT2
ENSG00000117834.11	SLC5A9
ENSG00000087338.4	GMCL1
ENSG00000180104.14	EXOC3
ENSG00000176978.12	DPP7
ENSG00000137204.13	SLC22A7
ENSG00000151414.13	NEK7
ENSG00000102225.14	CDK16
ENSG00000120948.14	TARDBP
ENSG00000174903.13	RAB1B
ENSG00000087470.16	DNM1L
ENSG00000198815.7	FOXJ3
ENSG00000067057.15	PFKP
ENSG00000184076.12	UQCR10
ENSG00000132463.12	GRSF1
ENSG00000186174.11	BCL9L
ENSG00000065243.17	PKN2
ENSG00000138185.15	ENTPD1
ENSG00000187193.8	MT1X
ENSG00000163041.8	H3-3A
ENSG00000185339.7	TCN2
ENSG00000121058.4	COIL
ENSG00000108424.8	KPNB1
ENSG00000152219.4	ARL14EP
ENSG00000143436.9	MRPL9
ENSG00000173928.2	SWSAP1
ENSG00000186815.11	TPCN1
ENSG00000115425.12	PECR
ENSG00000139726.9	DENR
ENSG00000002834.16	LASP1
ENSG00000115841.18	RMDN2
ENSG00000166035.9	LIPC
ENSG00000100034.12	PPM1F
ENSG00000109193.9	SULT1E1
ENSG00000154864.10	PIEZO2
ENSG00000151694.11	ADAM17
ENSG00000150316.10	CWC15
ENSG00000143507.16	DUSP10
ENSG00000138663.7	COPS4
ENSG00000122873.10	CISD1
ENSG00000132680.9	KHDC4
ENSG00000154473.16	BUB3
ENSG00000140093.8	SERPINA10
ENSG00000256148.1	
ENSG00000117222.12	RBBP5
ENSG00000242114.4	MTFP1
ENSG00000179761.10	PIPOX
ENSG00000135631.14	RAB11FIP5
ENSG00000143368.9	SF3B4
ENSG00000175137.10	SH3BP5L
ENSG00000168924.13	LETM1
ENSG00000143622.9	RIT1
ENSG00000001631.13	KRIT1
ENSG00000178860.8	MSC
ENSG00000162910.17	MRPL55
ENSG00000110328.5	GALNT18
ENSG00000105875.12	WDR91
ENSG00000008283.14	CYB561
ENSG00000127022.13	CANX
ENSG00000103051.17	COG4
ENSG00000103121.7	CMC2
ENSG00000148123.13	PLPPR1
ENSG00000095485.15	CWF19L1
ENSG00000172466.14	ZNF24
ENSG00000142444.6	TIMM29
ENSG00000141753.6	IGFBP4
ENSG00000170439.6	METTL7B
ENSG00000185670.7	ZBTB3
ENSG00000269131.1	
ENSG00000165030.3	NFIL3
ENSG00000049759.15	NEDD4L
ENSG00000090316.14	MAEA
ENSG00000271870.1	
ENSG00000205143.2	ARID3C
ENSG00000186575.16	NF2
ENSG00000131482.8	G6PC
ENSG00000099326.7	MZF1
ENSG00000072121.14	ZFYVE26
ENSG00000069509.5	FUNDC1
ENSG00000175279.20	CENPS
ENSG00000156171.13	DRAM2
ENSG00000213024.9	NUP62
ENSG00000215193.11	PEX26
ENSG00000182118.5	FAM89A
ENSG00000134283.16	PPHLN1
ENSG00000172269.15	DPAGT1
ENSG00000038532.13	CLEC16A
ENSG00000086589.10	RBM22
ENSG00000055917.14	PUM2
ENSG00000119760.14	SUPT7L
ENSG00000280254.1	
ENSG00000111737.10	RAB35
ENSG00000198650.9	TAT
ENSG00000164258.10	NDUFS4
ENSG00000167528.11	ZNF641
ENSG00000068354.14	TBC1D25
ENSG00000226210.3	
ENSG00000159792.8	PSKH1
ENSG00000115368.8	WDR75
ENSG00000095970.15	TREM2
ENSG00000186812.11	ZNF397
ENSG00000103066.11	PLA2G15
ENSG00000109610.5	SOD3
ENSG00000154380.15	ENAH
ENSG00000145740.17	SLC30A5
ENSG00000130052.12	STARD8
ENSG00000128944.12	KNSTRN
ENSG00000231925.10	TAPBP
ENSG00000169908.9	TM4SF1
ENSG00000161547.13	SRSF2
ENSG00000115561.13	CHMP3
ENSG00000256340.7	
ENSG00000148229.11	POLE3
ENSG00000136451.7	VEZF1
ENSG00000090989.16	EXOC1
ENSG00000116406.17	EDEM3
ENSG00000112337.9	SLC17A2
ENSG00000171150.7	SOCS5
ENSG00000133059.15	DSTYK
ENSG00000178209.13	PLEC
ENSG00000278053.3	DDX52
ENSG00000228620.1	
ENSG00000196214.9	ZNF766
ENSG00000089177.16	KIF16B
ENSG00000099991.15	CABIN1
ENSG00000146707.13	POMZP3
ENSG00000186115.11	CYP4F2
